,GeoAreaName,Time_Detail,BOTHSEX.SKILL_READ.GRAD23,BOTHSEX.SKILL_READ.LOWSEC,FEMALE.SKILL_MATH.GRAD23,FEMALE.SKILL_MATH.LOWSEC,MALE.SKILL_MATH.GRAD23,BOTHSEX.SKILL_MATH.PRIMAR,MALE.SKILL_READ.GRAD23,MALE.SKILL_MATH.LOWSEC,FEMALE.SKILL_READ.LOWSEC,BOTHSEX.SKILL_READ.PRIMAR,FEMALE.SKILL_READ.GRAD23,BOTHSEX.SKILL_MATH.LOWSEC,MALE.SKILL_READ.PRIMAR,FEMALE.SKILL_READ.PRIMAR,BOTHSEX.SKILL_MATH.GRAD23,MALE.SKILL_MATH.PRIMAR,MALE.SKILL_READ.LOWSEC,FEMALE.SKILL_MATH.PRIMAR
53,"China, Hong Kong Special Administrative Region",2016,98.5960957878485,78.49689291444953,78.25071447285887,78.48333333333333,80.58172528375563,68.07642678844826,98.0464183679241,80.30333333333334,84.35666666666667,70.97259967171652,99.1943739525418,79.3983930061546,68.69225796727477,73.45903351888636,79.43876468520999,67.3799916980754,72.73666666666666,68.8193781094737
54,Iceland,2001,92.1353315822221,80.86023636009033,72.50537528063633,82.75666666666666,72.17387532735687,71.93775014703222,89.81848553612271,81.86,87.58,70.97259967171652,94.7292402550704,82.30294838664064,68.69225796727477,73.45903351888636,72.31061028982509,72.01721984489767,74.24333333333333,71.8933339171267
55,Iceland,2006,93.17114345875,79.53711231731809,83.14299327937056,84.74,82.65334217833477,71.93775014703222,90.9228402454924,81.65,87.48,70.97259967171652,95.5993869880147,83.1816968334797,68.69225796727477,73.45903351888636,82.86320111253876,72.01721984489767,71.72,71.8933339171267
56,India,2017,47.2,43.49864478103806,53.0,25.80666666666667,53.0,43.6,47.0,34.42333333333334,47.6,46.3,49.0,29.93986526945243,45.0,47.0,52.9,44.0,39.04333333333334,44.0
57,Indonesia,2006,53.977075261193,41.7018123376159,36.8841823811826,29.61,33.622250908585265,21.26901693898837,48.9788892058808,38.63,46.2,29.395796889626666,59.2085733323063,34.2357196941055,28.1368623152452,30.704502339686798,35.12263623105684,21.04013478795947,37.43,21.989624118242002
58,Indonesia,2011,66.227102338145,43.6433853789764,47.50613506489453,30.9309580996505,45.5934843044844,30.123623900984537,61.530241600714795,34.87729242027593,48.92666666666667,39.792027818581495,70.90413265026521,32.687651097262126,37.569161421193165,42.06802137096926,46.43608477772437,31.1835281935831,37.6,29.2117060446548
59,Iran (Islamic Republic of),2001,56.1972177303309,46.732820171795595,34.724748542569095,35.032316410251504,31.888016015436165,24.445828474358535,49.1884121162444,35.459400520614565,50.093333333333334,29.395796889626666,62.0277755104869,35.277274897952466,28.136862315245196,30.7045023396868,33.299156763970636,25.3223446989492,43.47666666666667,23.89717804835237
60,Iran (Islamic Republic of),2006,59.83531186649321,43.49864478103806,39.34018463954723,35.032316410251504,40.175922381370434,21.611543859355933,57.64377773880079,35.459400520614565,47.6,28.57669632653537,62.40970007377889,35.277274897952466,26.26522969056713,30.800069634660733,39.7236173006933,23.757874444891,39.04333333333334,19.583248771365195
61,Iran (Islamic Republic of),2011,75.7436096571491,56.13137400183277,32.5402163285781,23.4780776064118,33.8730510368711,35.2572102600803,71.9066248389164,27.2957040110251,48.92666666666667,43.8844937062485,79.7481655972688,25.531304076532397,43.12234898908084,44.80422578929437,33.2168168293926,38.428140703314334,37.6,32.4859108113746
62,Iran (Islamic Republic of),2016,65.9896398626954,43.6433853789764,38.120116281991635,29.770950709736667,37.07518431847384,31.61667539666667,57.234714811972,30.491519482468302,48.92666666666667,38.80042019208474,76.3380060801503,30.045322604359665,35.715352576909,41.91295562765706,37.5105169872279,32.39719063986873,37.6,30.8828420295504
63,Ireland,2011,96.68726814384951,78.7926097464363,76.12305549469491,78.19,76.9734018945182,61.89473953067926,95.96157424192499,80.19333333333334,85.30666666666666,67.08145767527456,97.5302208935494,79.1767038711617,66.45035232823554,67.986424207805,76.5527540245281,64.82779130185916,72.06666666666666,58.759691275253296
